,short_name,age,club,overall,potential,wage_eur,player_positions,international_reputation,skill_moves,pace,shooting,passing,dribbling,defending,physic,log_wage,age2
5958,J. Mendes,26,Reading,67,69,22000,"ST, RW",1,3,74.0,65.0,52.0,61.0,36.0,67.0,9.998797732340453,676
5959,F. Kiss,26,Ettifaq FC,67,69,10000,"CM, CDM",1,2,46.0,59.0,60.0,65.0,65.0,78.0,9.210340371976184,676
5960,W. Kamavuaka,27,SV Darmstadt 98,67,69,13000,"CDM, CB",1,2,68.0,43.0,54.0,55.0,69.0,77.0,9.472704636443673,729
5961,B. Verboom,25,KV Kortrijk,67,69,9000,LB,1,2,76.0,54.0,61.0,66.0,65.0,71.0,9.104979856318357,625
5962,M. Tičinović,25,Sporting Lokeren,67,69,8000,"LB, RB",1,3,72.0,51.0,61.0,70.0,65.0,69.0,8.987196820661973,625
5963,R. Sigurjónsson,27,Grasshopper Club Zürich,67,69,11000,"CDM, CAM, CM",1,2,66.0,65.0,67.0,65.0,56.0,81.0,9.305650551780507,729
5964,S. Zurbriggen,27,Club Atlético Lanús,67,69,10000,"CB, LB, RB",1,2,71.0,41.0,54.0,54.0,65.0,74.0,9.210340371976184,729
5965,J. Kauko,26,Randers FC,67,69,8000,"CDM, CM",1,2,52.0,43.0,56.0,55.0,64.0,81.0,8.987196820661973,676
5966,T. Akindele,25,FC Dallas,67,69,6000,"ST, LM",1,3,85.0,63.0,51.0,66.0,22.0,68.0,8.699514748210191,625
5967,J. Cabrera,25,Argentinos Juniors,67,69,7000,"LM, ST, RM",1,2,80.0,57.0,64.0,68.0,35.0,53.0,8.85366542803745,625
5968,W. Jebor,25,Al Nassr,67,69,23000,ST,1,2,78.0,67.0,43.0,63.0,30.0,74.0,10.043249494911286,625
5969,Sueliton,26,Vitória Guimarães,67,69,6000,CB,1,2,55.0,30.0,39.0,45.0,67.0,72.0,8.699514748210191,676
5970,M. Fall,25,Sporting de Charleroi,67,69,9000,RM,1,3,82.0,63.0,60.0,69.0,25.0,68.0,9.104979856318357,625
5971,M. Torrén,28,Argentinos Juniors,67,68,7000,CB,1,2,73.0,45.0,51.0,55.0,69.0,70.0,8.85366542803745,784
5972,S. Kotysch,28,Sint-Truidense VV,67,68,8000,CB,1,2,43.0,38.0,59.0,49.0,67.0,71.0,8.987196820661973,784
5973,A. Jacobsen,27,Odense Boldklub,67,68,10000,ST,1,2,82.0,65.0,52.0,68.0,24.0,57.0,9.210340371976184,729
5974,Eli Sabiá,28,Al Raed,67,68,13000,CB,1,2,64.0,42.0,47.0,47.0,66.0,77.0,9.472704636443673,784
5975,Ricardo Machado,28,Al Taawoun,67,68,13000,CB,1,2,57.0,22.0,44.0,38.0,65.0,79.0,9.472704636443673,784
5976,C. Evans,26,Blackburn Rovers,67,68,9000,"CM, CDM",1,2,63.0,58.0,64.0,63.0,69.0,70.0,9.104979856318357,676
5977,S. Scannell,26,Burton Albion,67,68,26000,RM,1,4,83.0,63.0,59.0,70.0,42.0,71.0,10.165851817003619,676
5978,F. Duplus,27,Racing Club de Lens,67,68,6000,"RB, LB",1,2,74.0,34.0,58.0,60.0,65.0,68.0,8.699514748210191,729
5979,H. Forrester,26,AFC Wimbledon,67,68,29000,"LM, RM",1,3,76.0,62.0,64.0,70.0,37.0,68.0,10.275051108968611,676
5980,Y. Kasim,26,Northampton Town,67,68,6000,"CM, CDM",1,3,63.0,51.0,65.0,67.0,60.0,70.0,8.699514748210191,676
5981,M. Sivakow,29,Amkar Perm,67,68,13000,"CB, CDM",1,3,32.0,60.0,63.0,61.0,66.0,68.0,9.472704636443673,841
5982,F. N'Sakala,26,Alanyaspor,67,68,8000,"LB, LM",1,3,84.0,45.0,66.0,73.0,58.0,72.0,8.987196820661973,676
5983,E. Stevens,26,Sheffield United,67,68,23000,"LB, LWB",1,2,70.0,41.0,60.0,66.0,63.0,67.0,10.043249494911286,676
5984,D. Mayor,26,Bury,67,68,7000,LM,1,4,80.0,63.0,61.0,70.0,27.0,63.0,8.85366542803745,676
5985,M. Nizam,26,Antalyaspor,67,68,10000,"CB, LB",1,3,68.0,49.0,62.0,64.0,66.0,69.0,9.210340371976184,676
5986,A. Novikovas,26,Jagiellonia Białystok,67,68,7000,"RM, LM",1,3,90.0,63.0,60.0,68.0,22.0,60.0,8.85366542803745,676
5987,J. Mason,26,Burton Albion,67,68,30000,"ST, CAM",1,3,72.0,64.0,59.0,68.0,39.0,65.0,10.308952660644293,676
5988,D. Amoo,26,Cambridge United,67,68,12000,RM,1,3,93.0,61.0,58.0,69.0,41.0,68.0,9.392661928770137,676
5989,S. Bertram,26,FC Erzgebirge Aue,67,68,6000,"LM, CF",1,3,74.0,68.0,66.0,68.0,39.0,56.0,8.699514748210191,676
5990,T. Bunbury,27,New England Revolution,67,68,6000,"ST, RM, RW",1,3,77.0,64.0,61.0,67.0,37.0,72.0,8.699514748210191,729
5991,F. Etoundi,26,Kasimpaşa SK,67,68,10000,ST,1,2,75.0,61.0,56.0,65.0,38.0,79.0,9.210340371976184,676
5992,N. Çiftçi,25,Plymouth Argyle,67,68,30000,ST,1,4,65.0,66.0,52.0,69.0,36.0,74.0,10.308952660644293,625
5993,F. Ogier,28,FC Sochaux-Montbéliard,67,68,6000,CB,1,2,52.0,31.0,39.0,49.0,66.0,71.0,8.699514748210191,784
5994,Noguera,27,Lorca FC,67,68,6000,"CAM, CM",1,2,72.0,54.0,65.0,68.0,38.0,41.0,8.699514748210191,729
5995,Igor Rossi,28,Al Faisaly,67,68,14000,"CB, LB",1,2,57.0,29.0,51.0,52.0,66.0,72.0,9.546812608597396,784
5996,F. Mollet,25,FC Metz,67,68,9000,"LM, CM",1,3,75.0,59.0,68.0,70.0,54.0,55.0,9.104979856318357,625
5997,T. Meißner,26,ADO Den Haag,67,68,7000,CB,1,2,46.0,38.0,44.0,48.0,65.0,74.0,8.85366542803745,676
5998,I. Lendrić,25,Racing Club de Lens,67,68,6000,ST,1,2,65.0,67.0,49.0,64.0,27.0,67.0,8.699514748210191,625
5999,L. Solignac,26,Chicago Fire,67,68,6000,"RW, LW",1,2,76.0,62.0,60.0,66.0,49.0,72.0,8.699514748210191,676
6000,Jeong Jae Yong,26,Ulsan Hyundai FC,67,68,6000,"CM, CDM",1,2,56.0,49.0,64.0,59.0,60.0,79.0,8.699514748210191,676
6001,J. Czerwiński,25,Legia Warszawa,67,68,6000,CB,1,2,60.0,32.0,34.0,37.0,66.0,76.0,8.699514748210191,625
6002,O. Sow,27,Milton Keynes Dons,67,68,9000,ST,1,3,82.0,65.0,55.0,68.0,25.0,70.0,9.104979856318357,729
6003,K. Azamoum,27,ESTAC Troyes,67,68,14000,"CM, CDM",1,3,60.0,56.0,70.0,66.0,48.0,63.0,9.546812608597396,729
6004,E. Tozlu,26,Yeni Malatyaspor,67,68,10000,"ST, LM, RM",1,3,66.0,64.0,58.0,69.0,42.0,60.0,9.210340371976184,676
6005,Diego Aguirre,26,Rayo Vallecano,67,68,7000,"LM, RM, LW",1,3,81.0,50.0,62.0,72.0,47.0,49.0,8.85366542803745,676
6006,C. Tasoulis,26,Racing Club de Lens,67,68,6000,LB,1,2,74.0,55.0,65.0,65.0,63.0,67.0,8.699514748210191,676
6007,R. García,28,Atlético Tucumán,67,68,7000,CB,1,2,59.0,31.0,38.0,48.0,67.0,72.0,8.85366542803745,784
6008,N. Mazzola,27,Gimnasia y Esgrima La Plata,67,68,10000,ST,1,2,55.0,68.0,42.0,62.0,27.0,74.0,9.210340371976184,729
6009,H. Veerman,26,SC Heerenveen,67,68,8000,ST,1,2,31.0,67.0,39.0,53.0,27.0,78.0,8.987196820661973,676
6010,J. Patiño,28,Racing Club,67,68,11000,CB,1,2,53.0,24.0,46.0,47.0,68.0,70.0,9.305650551780507,784
6011,M. Kudo,27,Sanfrecce Hiroshima,67,68,9000,ST,1,3,77.0,64.0,54.0,65.0,23.0,64.0,9.104979856318357,729
6012,M. Correa,27,Godoy Cruz,67,68,8000,CDM,1,2,60.0,65.0,65.0,62.0,59.0,65.0,8.987196820661973,729
6013,F. Rodríguez,27,Godoy Cruz,67,68,9000,"CAM, LM",1,3,65.0,62.0,70.0,67.0,49.0,60.0,9.104979856318357,729
6014,B. Ogbeche,32,Willem II,67,67,8000,ST,1,3,61.0,69.0,52.0,62.0,30.0,71.0,8.987196820661973,1024
6015,S. Hofmann,36,SK Rapid Wien,67,67,10000,"CAM, RM",1,3,46.0,64.0,71.0,68.0,46.0,58.0,9.210340371976184,1296
6016,M. Taylor,35,Swindon Town,67,67,7000,"CDM, CM, LM",2,3,46.0,67.0,71.0,67.0,62.0,73.0,8.85366542803745,1225
6017,L. Feeney,31,Cardiff City,67,67,9000,"RM, LM",1,3,82.0,59.0,62.0,68.0,44.0,65.0,9.104979856318357,961
6018,O. Şam,31,Gençlerbirliği SK,67,67,10000,RB,1,2,67.0,38.0,56.0,64.0,67.0,67.0,9.210340371976184,961
6019,B. Vleminckx,31,Royal Antwerp FC,67,67,10000,ST,2,2,60.0,67.0,56.0,54.0,37.0,74.0,9.210340371976184,961
6020,C. Baird,35,Derby County,67,67,20000,"RB, CDM",1,2,51.0,51.0,67.0,61.0,73.0,63.0,9.903487552536127,1225
6021,F. Torres,34,Puebla FC,67,67,6000,"CM, CDM",1,2,68.0,61.0,66.0,67.0,62.0,68.0,8.699514748210191,1156
6022,C. Conway,32,Blackburn Rovers,67,67,9000,"LM, RM",1,3,67.0,63.0,67.0,69.0,46.0,64.0,9.104979856318357,1024
6023,D. Toledo,35,Puebla FC,67,67,21000,"CM, RM",1,3,65.0,57.0,66.0,69.0,62.0,61.0,9.95227771670556,1225
6024,F. Cubero,38,Vélez Sarsfield,67,67,6000,RB,1,2,55.0,56.0,62.0,65.0,72.0,59.0,8.699514748210191,1444
6025,P. Ferrari,35,Rosario Central,67,67,7000,"RB, LB, RM",1,2,75.0,53.0,62.0,68.0,64.0,63.0,8.85366542803745,1225
6026,M. Carrusca,33,Melbourne City FC,67,67,8000,CM,1,4,66.0,64.0,69.0,71.0,51.0,46.0,8.987196820661973,1089
6027,F. Öztorun,30,Atiker Konyaspor,67,67,10000,LB,1,3,67.0,43.0,59.0,65.0,66.0,67.0,9.210340371976184,900
6028,S. Özkan,30,Gençlerbirliği SK,67,67,11000,"LM, RM",1,4,76.0,64.0,64.0,71.0,29.0,53.0,9.305650551780507,900
6029,Ripa,31,CD Numancia,67,67,6000,"LB, LWB",1,2,75.0,40.0,63.0,62.0,63.0,66.0,8.699514748210191,961
6030,I. Shevchenko,32,Arsenal Tula,67,67,18000,"ST, LM, RM",1,3,71.0,64.0,51.0,67.0,38.0,71.0,9.798127036878302,1024
6031,A. Pavlenko,32,FC Ural Yekaterinburg,67,67,19000,"CAM, RM",1,3,66.0,61.0,67.0,71.0,39.0,52.0,9.852194258148577,1024
6032,S. Mila,34,Lechia Gdańsk,67,67,6000,"CAM, CM",1,3,34.0,61.0,71.0,68.0,32.0,48.0,8.699514748210191,1156
6033,S. Baradji,33,Amiens SC,67,67,11000,"CDM, CM",1,2,50.0,43.0,52.0,54.0,68.0,78.0,9.305650551780507,1089
6034,S. Poulsen,32,SønderjyskE,67,67,8000,LB,2,2,72.0,46.0,62.0,67.0,64.0,75.0,8.987196820661973,1024
6035,J. Jackson,34,Charlton Athletic,67,67,9000,CM,1,3,40.0,67.0,69.0,62.0,60.0,57.0,9.104979856318357,1156
6036,D. Olsen,32,Hobro IK,67,67,8000,CM,1,3,76.0,64.0,68.0,67.0,38.0,69.0,8.987196820661973,1024
6037,S. Barker,34,Burton Albion,67,67,7000,CB,1,2,32.0,45.0,54.0,46.0,65.0,63.0,8.85366542803745,1156
6038,D. Pratley,32,Bolton Wanderers,67,67,21000,CM,1,3,68.0,61.0,62.0,65.0,61.0,79.0,9.95227771670556,1024
6039,C. Valdez,33,Tiburones Rojos de Veracruz,67,67,7000,"CM, CDM",1,3,65.0,61.0,65.0,63.0,63.0,70.0,8.85366542803745,1089
6040,J. Ielsch,34,Amiens SC,67,67,11000,LB,1,2,74.0,37.0,59.0,62.0,63.0,65.0,9.305650551780507,1156
6041,M. Sonnleitner,30,SK Rapid Wien,67,67,13000,CB,1,2,69.0,36.0,48.0,50.0,65.0,72.0,9.472704636443673,900
6042,M. Parensen,31,1. FC Union Berlin,67,67,17000,"LB, CB, CDM",1,2,68.0,50.0,62.0,65.0,65.0,72.0,9.740968623038354,961
6043,M. Brečko,33,1. FC Nürnberg,67,67,8000,RB,2,2,57.0,38.0,54.0,59.0,70.0,69.0,8.987196820661973,1089
6044,D. Soldiez,29,Universidad de Chile,67,67,8000,"CAM, ST",1,3,71.0,56.0,67.0,66.0,50.0,52.0,8.987196820661973,841
6045,J. Núñez,34,Club Tijuana,67,67,12000,"RB, CM",1,2,52.0,52.0,65.0,67.0,68.0,60.0,9.392661928770137,1156
6046,K. Chiba,32,Sanfrecce Hiroshima,67,67,7000,CB,1,2,56.0,34.0,50.0,49.0,65.0,74.0,8.85366542803745,1024
6047,H. Aslantaş,31,Kardemir Karabükspor,67,67,8000,"RB, LB",1,2,67.0,49.0,61.0,58.0,65.0,69.0,8.987196820661973,961
6048,S. Colpaert,30,Royal Antwerp FC,67,67,8000,CB,1,2,67.0,33.0,50.0,54.0,67.0,67.0,8.987196820661973,900
6049,S. Cox,30,Southend United,67,67,7000,ST,1,3,62.0,69.0,60.0,67.0,36.0,67.0,8.85366542803745,900
6050,L. Varney,34,Burton Albion,67,67,8000,"ST, RM",1,2,68.0,65.0,60.0,64.0,41.0,70.0,8.987196820661973,1156
6051,J. Ward,31,Nottingham Forest,67,67,19000,"ST, RM, LM",1,3,74.0,67.0,65.0,76.0,41.0,57.0,9.852194258148577,961
6052,J. Brix-Damborg,31,Hobro IK,67,67,7000,"CDM, CM",1,2,53.0,41.0,63.0,53.0,60.0,82.0,8.85366542803745,961
6053,S. Madera,32,Zagłębie Lubin,67,67,6000,CB,1,2,32.0,37.0,51.0,42.0,66.0,70.0,8.699514748210191,1024
6054,J. Promes,33,VVV-Venlo,67,67,7000,CB,1,2,59.0,51.0,58.0,55.0,66.0,71.0,8.85366542803745,1089
6055,J. Demetriou,29,Southend United,67,67,7000,RB,1,2,77.0,51.0,62.0,64.0,61.0,72.0,8.85366542803745,841
6056,G. Prósperi,32,San Martín de San Juan,67,67,6000,RB,1,2,69.0,50.0,61.0,61.0,70.0,67.0,8.699514748210191,1024
6057,A. Bellinghausen,34,Fortuna Düsseldorf,67,67,16000,"LM, LB",1,2,72.0,59.0,66.0,64.0,63.0,76.0,9.680344001221918,1156
6058,A. Khagush,30,Arsenal Tula,67,67,15000,"RWB, RB, RM",1,2,69.0,33.0,59.0,64.0,64.0,69.0,9.615805480084347,900
6059,M. Cejas,31,Unión de Santa Fe,67,67,9000,"CAM, RW, LM, ST",1,4,67.0,67.0,66.0,68.0,39.0,71.0,9.104979856318357,961
6060,M. Connolly,29,Cardiff City,67,67,16000,"RB, CB",1,2,63.0,48.0,56.0,56.0,69.0,75.0,9.680344001221918,841
6061,C. Maguire,28,Bury,67,67,8000,"ST, LM, RM",1,3,74.0,68.0,65.0,69.0,37.0,71.0,8.987196820661973,784
6062,S. Kariri,36,Al Shabab,67,67,13000,"CDM, CM, CB",1,2,55.0,55.0,66.0,63.0,64.0,75.0,9.472704636443673,1296
6063,A. Bruce,32,Wigan Athletic,67,67,8000,CB,1,2,43.0,30.0,43.0,52.0,67.0,72.0,8.987196820661973,1024
6064,A. Taylor,31,Blackpool,67,67,6000,"LB, CB",1,2,66.0,46.0,62.0,58.0,65.0,76.0,8.699514748210191,961
6065,C. Woods,30,Preston North End,67,67,9000,"RWB, RB",1,2,72.0,46.0,59.0,62.0,65.0,68.0,9.104979856318357,900
6066,S. Dawkins,29,San Jose Earthquakes,67,67,6000,"LM, LW",1,3,68.0,60.0,63.0,72.0,39.0,62.0,8.699514748210191,841
6067,A. Devaux,32,Stade de Reims,67,67,7000,"CM, CDM",2,2,47.0,62.0,69.0,65.0,61.0,70.0,8.85366542803745,1024
6068,P. Anderson,28,Mansfield Town,67,67,13000,"RM, LM",1,3,78.0,60.0,64.0,66.0,45.0,62.0,9.472704636443673,784
6069,M. Little,28,Bolton Wanderers,67,67,20000,"RB, RWB",1,2,84.0,35.0,57.0,65.0,61.0,69.0,9.903487552536127,784
6070,R. Maah,32,GFC Ajaccio,67,67,6000,"ST, LW",1,3,85.0,65.0,53.0,67.0,42.0,64.0,8.699514748210191,1024
6071,P. Huntington,29,Preston North End,67,67,9000,CB,1,2,43.0,32.0,38.0,32.0,67.0,76.0,9.104979856318357,841
6072,L. Díaz,31,Club Atlético Huracán,67,67,9000,"CM, CDM",1,2,63.0,58.0,64.0,65.0,61.0,66.0,9.104979856318357,961
6073,S. MacDonald,29,Wigan Athletic,67,67,8000,"CDM, CM",1,3,60.0,58.0,63.0,67.0,64.0,71.0,8.987196820661973,841
6074,Toquero,32,Real Zaragoza,67,67,7000,"RM, ST",1,2,68.0,65.0,61.0,60.0,54.0,82.0,8.85366542803745,1024
6075,T. Enevoldsen,29,NAC Breda,67,67,8000,"ST, LM",1,3,73.0,69.0,66.0,66.0,36.0,68.0,8.987196820661973,841
6076,T. Spurr,29,Preston North End,67,67,9000,"CB, LB",1,2,65.0,53.0,58.0,58.0,65.0,71.0,9.104979856318357,841
6077,S. Blondelle,31,KAS Eupen,67,67,7000,"CB, CDM",1,2,51.0,47.0,60.0,55.0,65.0,71.0,8.85366542803745,961
6078,R. Wiggins,29,Bournemouth,67,67,32000,LB,1,2,59.0,42.0,57.0,62.0,69.0,69.0,10.373491181781864,841
6079,Y. Konno,34,Gamba Osaka,67,67,7000,"CDM, CM, CB",2,2,41.0,50.0,64.0,52.0,67.0,67.0,8.85366542803745,1156
6080,L. Ainsworth,29,Plymouth Argyle,67,67,8000,RM,1,3,86.0,60.0,61.0,68.0,22.0,42.0,8.987196820661973,841
6081,G. Barnes,28,Orlando City SC,67,67,6000,"CF, ST, LM, CAM",1,4,75.0,67.0,64.0,67.0,42.0,71.0,8.699514748210191,784
6082,N. Law,29,Bradford City,67,67,8000,"LM, CM",1,3,72.0,55.0,62.0,66.0,47.0,69.0,8.987196820661973,841
6083,J. Wilson,28,Walsall,67,67,24000,"CB, RB",1,2,68.0,30.0,53.0,59.0,66.0,72.0,10.085809109330082,784
6084,M. Bostwick,29,Lincoln City,67,67,10000,"CDM, CM, CB",1,2,58.0,59.0,56.0,52.0,64.0,83.0,9.210340371976184,841
6085,J. Skarz,27,Bury,67,67,7000,"LB, CB",1,2,67.0,36.0,57.0,58.0,66.0,72.0,8.85366542803745,729
6086,J. Dequevy,29,Royal Antwerp FC,67,67,9000,"LM, RM, CAM",1,2,75.0,63.0,59.0,72.0,30.0,50.0,9.104979856318357,841
6087,J. Bornstein,32,Querétaro,67,67,7000,LB,1,2,67.0,54.0,61.0,65.0,65.0,66.0,8.85366542803745,1024
6088,Z. Ljubijankič,33,Urawa Red Diamonds,67,67,9000,"ST, CF",1,3,67.0,65.0,67.0,64.0,46.0,73.0,9.104979856318357,1089
6089,C. Wilk,31,Real Zaragoza,67,67,7000,CDM,1,3,59.0,58.0,65.0,58.0,63.0,69.0,8.85366542803745,961
6090,Lee Sang Ho,30,FC Seoul,67,67,6000,"RM, RW",1,3,84.0,64.0,63.0,66.0,49.0,71.0,8.699514748210191,900
6091,P. Gibaud,29,FC Sochaux-Montbéliard,67,67,6000,"LB, CB",1,2,68.0,45.0,51.0,57.0,70.0,75.0,8.699514748210191,841
6092,F. González,30,Puebla FC,67,67,6000,ST,1,3,67.0,64.0,62.0,70.0,31.0,68.0,8.699514748210191,900
6093,G. Roberts,33,Wigan Athletic,67,67,9000,"CAM, LM",1,4,52.0,65.0,68.0,69.0,29.0,61.0,9.104979856318357,1089
6094,M. Konrad,29,SG Dynamo Dresden,67,67,9000,"CDM, CB",1,2,64.0,56.0,57.0,55.0,67.0,78.0,9.104979856318357,841
6095,L. Broź,31,Legia Warszawa,67,67,6000,RB,1,2,61.0,57.0,64.0,67.0,66.0,65.0,8.699514748210191,961
6096,H. Özmert,32,Medipol Başakşehir FK,67,67,13000,"CDM, CAM",1,2,41.0,54.0,66.0,65.0,62.0,72.0,9.472704636443673,1024
6097,D. Cox,29,Crawley Town,67,67,7000,"LM, CAM",1,3,73.0,63.0,66.0,68.0,25.0,70.0,8.85366542803745,841
6098,K. Luijckx,31,SønderjyskE,67,67,8000,CB,1,2,55.0,53.0,56.0,57.0,66.0,70.0,8.987196820661973,961
6099,L. Trotter,28,AFC Wimbledon,67,67,6000,"CM, CAM, CDM",1,2,64.0,63.0,64.0,65.0,60.0,75.0,8.699514748210191,784
6100,J. Juelsgård,28,Aarhus GF,67,67,9000,"LB, CB",1,2,71.0,43.0,58.0,62.0,62.0,77.0,9.104979856318357,784
6101,T. Rowe,28,Doncaster Rovers,67,67,7000,"LM, CAM, CM, LWB",1,3,75.0,54.0,62.0,67.0,65.0,64.0,8.85366542803745,784
6102,X. Báez,29,Club Necaxa,67,67,9000,"CM, CDM, RM",1,2,63.0,60.0,65.0,64.0,61.0,67.0,9.104979856318357,841
6103,O. Mares,30,Tiburones Rojos de Veracruz,67,67,26000,LB,1,2,75.0,59.0,67.0,67.0,63.0,65.0,10.165851817003619,900
6104,B. Kopplin,28,Hobro IK,67,67,7000,"RB, LB",1,3,82.0,38.0,58.0,64.0,64.0,70.0,8.85366542803745,784
6105,A. Danch,29,Arka Gdynia,67,67,6000,CB,1,2,57.0,47.0,52.0,58.0,66.0,69.0,8.699514748210191,841
6106,J. O'Shea,28,Bury,67,67,8000,"CAM, RM, LM",1,3,67.0,67.0,63.0,69.0,31.0,62.0,8.987196820661973,784
6107,H. Hosogai,31,Kashiwa Reysol,67,67,7000,"CDM, RB",2,2,67.0,40.0,63.0,67.0,65.0,64.0,8.85366542803745,961
6108,D. Hylton,28,Luton Town,67,67,14000,ST,1,2,68.0,64.0,59.0,64.0,50.0,78.0,9.546812608597396,784
6109,M. Baudry,29,Doncaster Rovers,67,67,7000,"CB, CDM",1,2,57.0,32.0,49.0,58.0,67.0,68.0,8.85366542803745,841
6110,F. Migliore,29,Genoa,67,67,17000,LB,1,2,73.0,36.0,60.0,65.0,63.0,76.0,9.740968623038354,841
6111,E. Israelsson,28,PEC Zwolle,67,67,7000,"CAM, CM",1,2,58.0,67.0,62.0,62.0,59.0,82.0,8.85366542803745,784
6112,Licá,28,Granada CF,67,67,8000,"RW, LW",1,4,75.0,63.0,63.0,66.0,40.0,69.0,8.987196820661973,784
6113,K. Bru,28,Ipswich Town,67,67,13000,CM,1,3,70.0,53.0,68.0,70.0,57.0,65.0,9.472704636443673,784
6114,J. Kalla,30,FC St. Pauli,67,67,10000,"RB, RM, LM",1,2,68.0,46.0,58.0,62.0,65.0,70.0,9.210340371976184,900
6115,J. Simpson,28,Philadelphia Union,67,67,6000,ST,1,3,76.0,65.0,51.0,66.0,28.0,69.0,8.699514748210191,784
6116,M. Albertazzi,26,Hellas Verona,67,67,14000,LB,1,2,68.0,39.0,50.0,52.0,71.0,69.0,9.546812608597396,676
6117,H. Robson-Kanu,28,West Bromwich Albion,67,67,38000,"ST, LM",1,3,71.0,67.0,60.0,68.0,37.0,72.0,10.545341438708522,784
6118,A. Winter,30,FC Zürich,67,67,10000,"RM, LM",1,2,81.0,62.0,60.0,65.0,49.0,66.0,9.210340371976184,900
6119,S. Fischer,28,Sparta Rotterdam,67,67,7000,CB,1,2,52.0,36.0,47.0,55.0,66.0,74.0,8.85366542803745,784
6120,G. Madine,26,Bolton Wanderers,67,67,23000,ST,1,2,62.0,65.0,48.0,59.0,32.0,78.0,10.043249494911286,676
6121,Antoñito,29,Real Valladolid CF,67,67,6000,"RB, RM",1,3,83.0,50.0,59.0,60.0,60.0,73.0,8.699514748210191,841
6122,W. Domoraud,28,Hobro IK,67,67,8000,"LM, CAM",1,2,83.0,67.0,62.0,66.0,20.0,78.0,8.987196820661973,784
6123,M. Carayol,28,Nottingham Forest,67,67,18000,"LM, RM",1,4,85.0,59.0,57.0,72.0,17.0,57.0,9.798127036878302,784
6124,J. Holland,28,LASK Linz,67,67,10000,"CDM, CM",1,2,68.0,56.0,60.0,63.0,62.0,77.0,9.210340371976184,784
6125,Jou Silva,30,Al Batin,67,67,9000,"ST, RW, LW, LM",1,3,75.0,66.0,57.0,63.0,30.0,66.0,9.104979856318357,900
6126,Eduardo Neto,28,Kawasaki Frontale,67,67,6000,"CDM, CM",1,3,70.0,53.0,57.0,58.0,67.0,82.0,8.699514748210191,784
6127,A. Katsaev,29,FC Anzhi Makhachkala,67,67,14000,"CM, RM, LM, CDM",1,2,75.0,55.0,65.0,72.0,58.0,65.0,9.546812608597396,841
6128,J. Ibarra,28,Lobos BUAP,67,67,6000,"CM, CDM",1,2,65.0,49.0,66.0,68.0,58.0,66.0,8.699514748210191,784
6129,F. Kadir,33,AD Alcorcón,67,67,7000,"RM, CAM, LM, CM",2,3,61.0,68.0,71.0,67.0,38.0,54.0,8.85366542803745,1089
6130,D. Moxey,31,Exeter City,67,67,8000,LB,1,2,67.0,54.0,60.0,64.0,65.0,68.0,8.987196820661973,961
6131,S. Laner,33,Hellas Verona,67,67,16000,CM,1,2,58.0,56.0,67.0,64.0,57.0,69.0,9.680344001221918,1089
6132,S. Sararer,27,SpVgg Greuther Fürth,67,67,8000,"LM, ST, RM",1,4,77.0,66.0,60.0,71.0,38.0,58.0,8.987196820661973,729
6133,G. Gabulov,28,SKA Khabarovsk,67,67,14000,"CM, CF",1,2,68.0,71.0,67.0,65.0,53.0,72.0,9.546812608597396,784
6134,M. Marković,27,SKA Khabarovsk,67,67,14000,ST,1,2,66.0,65.0,51.0,66.0,52.0,71.0,9.546812608597396,729
6135,Z. Ondrášek,28,Wisła Kraków,67,67,6000,ST,1,2,72.0,62.0,52.0,60.0,29.0,84.0,8.699514748210191,784
6136,J. Brayford,29,Burton Albion,67,67,7000,"RB, CB, RWB",1,2,66.0,43.0,59.0,62.0,65.0,74.0,8.85366542803745,841
6137,W. Thomas,30,Oxford United,67,67,8000,ST,1,3,80.0,65.0,45.0,64.0,24.0,79.0,8.987196820661973,900
6138,K. Biliński,29,Wisła Płock,67,67,6000,ST,1,3,67.0,67.0,56.0,63.0,22.0,66.0,8.699514748210191,841
6139,Q. Amarikwa,29,San Jose Earthquakes,67,67,6000,ST,1,3,75.0,63.0,57.0,69.0,27.0,70.0,8.699514748210191,841
6140,S. Heidinger,31,Holstein Kiel,67,67,8000,"RB, LB, RM",1,2,74.0,61.0,63.0,67.0,65.0,69.0,8.987196820661973,961
6141,A. Falatah,33,Al Ittihad,67,67,20000,LB,1,2,72.0,51.0,65.0,65.0,64.0,79.0,9.903487552536127,1089
6142,A. Al Asta,30,Al Nassr,67,67,20000,LB,1,2,80.0,63.0,64.0,68.0,60.0,69.0,9.903487552536127,900
6143,P. Huspek,26,SK Sturm Graz,67,67,13000,"RM, RW",1,2,88.0,59.0,59.0,70.0,26.0,57.0,9.472704636443673,676
6144,R. Vilchis,27,Monarcas Morelia,67,67,7000,LM,1,3,81.0,60.0,56.0,74.0,26.0,59.0,8.85366542803745,729
6145,A. Matuschyk,28,Zagłębie Lubin,67,67,6000,"CM, CDM",1,2,66.0,63.0,65.0,67.0,65.0,64.0,8.699514748210191,784
6146,C. Tănase,30,Kardemir Karabükspor,67,67,9000,"RM, LM",1,4,69.0,66.0,66.0,68.0,48.0,64.0,9.104979856318357,900
6147,S. Beavon,33,Coventry City,67,67,11000,ST,1,3,74.0,67.0,53.0,68.0,33.0,72.0,9.305650551780507,1089
6148,K. Bennett,26,Portsmouth,67,67,8000,LM,1,3,83.0,59.0,58.0,72.0,35.0,53.0,8.987196820661973,676
